SummaryLevel,US,CensusRegion,CensusDivision,GEOID,AreaName,B02001_001,B02001_002,B02001_003,B02001_004,B02001_005,B02001_006,B02001_007,B02001_008,B02001_009,B02001_010,B02008_001,B02009_001,B02010_001,B02011_001,B02012_001,B02013_001,B02014_001,B02014_002,B02014_003,B02014_004,B02014_005,B02014_006,B02014_007,B02014_008,B02014_009,B02014_010,B02014_011,B02014_012,B02014_013,B02014_014,B02014_015,B02014_016,B02014_017,B02014_018,B02014_019,B02014_020,B02014_021,B02014_022,B02014_023,B02014_024,B02014_025,B02014_026,B02014_027,B02014_028,B02014_029,B02014_030,B02014_031,B02014_032,B02014_033,B02014_034,B02014_035,B02014_036,B02014_037,B02014_038,B02014_039,B02014_040,B02014_041,B02014_042,B02014_043,B02014_044,B02014_045,B02014_046,B02014_047,B02014_048,B02014_049,B02014_050,B02014_051,B02014_052,B02014_053,B02014_054,B02014_055,B02015_001,B02015_002,B02015_003,B02015_004,B02015_005,B02015_006,B02015_007,B02015_008,B02015_009,B02015_010,B02015_011,B02015_012,B02015_013,B02015_014,B02015_015,B02015_016,B02015_017,B02015_018,B02015_019,B02015_020,B02015_021,B02015_022,B02015_023,B02015_024,B02015_025,B02016_001,B02016_002,B02016_003,B02016_004,B02016_005,B02016_006,B02016_007,B02016_008,B02016_009,B02016_010,B02016_011,B02016_012,B02017_001,B02017_002,B02017_003,B02017_004,B02017_005,B02017_006,B02017_007,B02017_008,B02017_009,B02017_010,B02017_011,B02017_012,B02017_013,B02017_014,B02017_015,B02017_016,B02017_017,B02017_018,B02017_019,B02017_020,B02017_021,B02017_022,B02017_023,B02017_024,B02017_025,B02017_026,B02017_027,B02017_028,B02017_029,B02017_030,B02017_031,B02017_032,B02017_033,B02017_034,B02017_035,B02017_036,B02017_037,B02017_038,B02017_039,B02017_040,B02017_041,B02017_042,B02017_043,B02017_044,B02017_045,B02017_046,B02017_047,B02017_048,B02017_049,B02017_050,B02017_051,B02017_052,B02017_053,B02017_054,B02018_001,B02018_002,B02018_003,B02018_004,B02018_005,B02018_006,B02018_007,B02018_008,B02018_009,B02018_010,B02018_011,B02018_012,B02018_013,B02018_014,B02018_015,B02018_016,B02018_017,B02018_018,B02018_019,B02018_020,B02018_021,B02018_022,B02018_023,B02018_024,B02019_001,B02019_002,B02019_003,B02019_004,B02019_005,B02019_006,B02019_007,B02019_008,B02019_009,B02019_010,B02019_011,C02003_001,C02003_002,C02003_003,C02003_004,C02003_005,C02003_006,C02003_007,C02003_008,C02003_009,C02003_010,C02003_011,C02003_012,C02003_013,C02003_014,C02003_015,C02003_016,C02003_017,C02003_018,C02003_019
30,US,,7,03001US7,West South Central Division -- Urban,30184134,21308270,4804445,275363,1265061,31819,1622376,876800,158916,717884,22059275,5126108,615625,1464225,62817,1796149,275363,210667,6892,396,1043,102,448,66710,1436,9631,1181,30365,143,5489,65,15579,88,1511,326,6613,1613,4267,121,54,13824,3908,3656,725,42,191,3294,2596,116,4510,141,2483,879,943,228,99,62,378,123,18396,7135,986,87,68,437,269,21,104,327,47042,9206,1265061,332507,9713,1925,16808,13742,197802,128780,3945,6133,23027,79596,17932,1931,58,12985,12,61777,4505,12888,16564,288192,380,13959,19900,31819,7696,3271,1830,291,6039,7513,3408,89,0,1298,384,644800,507418,16087,1422,8936,940,1532,193385,2820,24551,3460,74879,469,11687,474,34996,271,2864,574,9562,4103,6185,383,274,22293,7244,7589,1055,121,388,6408,3826,145,9887,611,6882,2516,1364,256,206,138,892,147,35596,17071,2134,167,225,795,485,33,429,542,117635,1494434,352335,10473,2139,17692,16838,231145,181224,4220,8079,52110,103120,21931,2583,221,14263,186,66587,4948,14827,24039,312458,586,52430,64149,17053,5444,2237,431,10330,7812,4085,222,0,16535,30184134,29307334,21308270,4804445,275363,1265061,31819,1622376,876800,158916,717884,819240,200006,249548,131402,40999,197285,52643,4917
30,US,,8,03001US8,Mountain Division -- Urban,19524961,15720343,793645,389971,669525,65169,1215411,670897,136703,534194,16297532,989366,587309,890885,125352,1364864,389971,332031,21834,1845,8519,538,537,10021,2827,884,5255,3545,287,733,499,1092,4162,440,6134,11,1839,441,199,155,8017,134815,382,221,3714,10463,920,28995,371,311,3239,11483,1050,982,10457,2920,48,15103,2989,23754,8559,2309,353,335,599,701,46,275,381,36037,10654,669525,90676,2741,1204,7632,8535,120845,172825,4631,3442,42129,61731,11746,751,1264,8573,140,6571,1293,4714,16696,76294,396,7173,17523,65169,15722,15972,15268,786,7981,1925,2014,748,158,2282,2313,608153,509852,33317,2526,15404,1386,716,49698,4403,3130,10626,11287,528,2511,1262,2917,4674,1119,8867,61,4861,1055,523,267,15292,159938,1197,586,5750,14336,2285,35345,654,1822,5460,20976,2532,1408,12957,5427,81,20438,4076,38154,16426,4975,717,658,1429,1385,91,695,635,76265,923774,105829,3001,1682,8274,11005,161461,253334,5058,6068,90527,87721,14421,1286,1915,9611,502,8144,1509,6593,26653,89220,545,29415,130831,40948,25143,20950,2513,12890,2128,2900,1586,171,21602,19524961,18854064,15720343,793645,389971,669525,65169,1215411,670897,136703,534194,616342,126005,135841,145782,15571,193143,50195,4360
30,US,,9,03001US9,Pacific Division -- Urban,47424285,29979925,2592187,388032,6422686,335033,5220587,2485835,443192,2042643,32031596,3187539,995987,7578708,737264,5719174,388032,233231,10828,548,4163,1841,1752,25728,845,1996,5667,7535,2520,951,422,2058,597,453,1256,74,1613,277,435,232,45267,10632,1220,488,2125,1243,1360,2236,7982,585,991,7366,2135,2022,969,484,3672,4278,1342,65043,13488,42028,6444,4838,12776,8246,678,9046,6209,78624,14452,6422686,724543,10719,2108,18955,118783,1514097,1551769,97029,32816,497678,563125,85974,4472,6422,13403,2355,56616,12911,73775,63090,731443,1341,28187,211075,335033,107935,75235,25991,2715,36581,11292,24719,29878,132,10184,10371,1043083,688013,35045,1807,37106,4871,5440,166765,2890,8248,17013,35267,4258,3567,2547,8640,1907,1922,3122,295,8526,1015,1396,789,80324,22689,4056,1107,4352,3224,4293,6366,12807,4451,3245,23186,5938,3746,1736,2323,5616,12561,2627,130930,33417,76494,13149,11403,20213,15740,2358,13631,10719,234440,7969059,790732,12068,2433,22961,145313,1907955,2056848,102363,51844,839111,675312,105612,7620,8377,14484,8641,63989,14455,81800,90097,822711,1988,142345,767286,375516,121115,35052,9213,67530,13161,30895,36027,239,78538,47424285,44938450,29979925,2592187,388032,6422686,335033,5220587,2485835,443192,2042643,2177137,319814,389273,672746,51007,744297,280120,28578
30,US,,1,03043US1,New England Division -- Rural,2796350,2681736,20022,9033,29111,542,9334,46572,2994,43578,2726238,32841,30229,41346,2035,12756,9033,7085,29,0,261,124,0,502,8,4,152,30,0,2,2,16,20,0,2,0,220,0,60,0,90,39,0,0,0,0,1,0,6,43,5,152,101,0,0,16,0,0,0,5200,286,27,11,9,7,0,0,0,0,1428,207,29111,5658,34,9,73,1157,8401,3453,188,99,1359,3655,338,43,12,183,6,705,214,287,883,1524,0,254,576,542,217,76,0,0,105,0,10,4,28,102,0,31167,22465,230,8,1320,384,54,3520,92,121,376,314,0,14,73,205,122,115,2,0,1534,2,77,0,99,158,25,5,0,0,35,2,20,200,53,489,271,3,3,131,0,79,4,12325,1116,102,16,14,37,35,0,0,0,7484,42209,6956,34,9,73,1495,10849,6302,206,259,3142,5613,555,202,67,198,10,819,214,395,1142,2397,0,1272,2071,890,155,0,1,264,0,36,47,31,647,2796350,2749778,2681736,20022,9033,29111,542,9334,46572,2994,43578,44241,9804,18581,10750,584,4522,2163,168
30,US,,2,03043US2,Middle Atlantic Division -- Rural,5535742,5261922,96776,16937,50749,786,35915,72657,8557,64100,5327353,126813,42653,67656,3418,45360,16937,14015,62,0,172,67,73,1024,0,87,275,74,0,10,9,30,0,418,7,0,9625,13,61,19,399,168,4,0,0,7,85,1,12,8,16,122,221,9,0,7,1,7,0,922,402,103,20,16,62,5,0,0,20,2165,232,50749,13265,193,41,165,260,11716,5675,204,136,2208,7045,235,28,18,130,0,2117,111,916,1523,3261,0,727,775,786,407,157,9,0,81,16,10,0,1,101,4,44043,32837,470,32,1709,159,266,6649,119,120,688,313,0,56,27,259,64,1370,7,0,14162,22,160,58,547,528,13,0,28,17,110,87,12,359,64,782,789,45,27,33,5,7,8,2666,1460,149,49,16,69,5,8,2,30,9567,68938,15614,214,52,187,393,14393,9889,369,499,4377,9583,604,69,82,130,8,2179,153,1081,2120,4294,0,2648,3473,953,316,10,3,180,16,24,4,1,1966,5535742,5463085,5261922,96776,16937,50749,786,35915,72657,8557,64100,68346,22447,19914,13026,2339,10620,3824,487
30,US,,3,03043US3,East North Central Division -- Rural,10017468,9617905,102168,55985,49925,2002,49051,140432,13787,126645,9752190,151460,120654,71670,5976,64204,55985,47179,325,35,395,448,44,3796,3,84,20808,422,0,138,7,161,6,160,24,2,2703,26,147,4845,621,380,34,1636,0,59,2305,70,22,17,23,1228,140,57,0,52,18,39,9,5890,1104,272,110,40,51,25,0,46,19,5953,1458,49925,8997,192,0,536,908,8839,8548,3397,98,2553,7849,1029,53,92,173,4,784,64,349,1116,2775,22,952,595,2002,793,252,26,19,359,18,230,5,17,260,23,125749,99230,886,180,4392,913,94,23996,229,394,30533,1706,3,257,390,570,233,383,181,2,4546,98,283,5698,1064,883,183,3505,27,90,3921,156,75,163,90,2869,392,124,3,148,25,66,76,9403,3373,680,205,126,181,50,13,105,30,22436,72956,10630,208,0,551,1004,11658,14928,3617,228,6276,11311,1300,108,131,204,56,1091,100,469,1833,3802,22,3429,6044,2338,552,55,53,968,32,292,15,20,1719,10017468,9877036,9617905,102168,55985,49925,2002,49051,140432,13787,126645,132914,39829,56138,17618,2094,17235,6821,697
30,US,,4,03043US4,West North Central Division -- Rural,6179537,5833330,47938,128407,32382,2544,34671,100265,6528,93737,5928764,75940,183902,48078,6082,41795,128407,113943,361,187,314,135,77,6262,285,107,32556,1188,20,53,26,349,65,207,100,2,399,30,113,77,515,559,417,69,75,24,1316,95,7,43,108,54715,7,5,32,8,47,41,18,12929,2199,429,52,146,113,45,1,72,71,10492,1273,32382,3324,277,6,555,569,4086,5598,4156,241,1399,4773,1808,43,34,159,9,283,79,116,859,3000,15,432,561,2544,609,389,132,14,498,122,457,47,17,219,40,187238,159937,1302,259,2586,465,92,22231,475,383,39428,2738,48,236,191,893,247,450,230,29,1336,102,137,127,885,805,740,116,93,43,2409,156,18,260,211,63434,113,30,54,28,138,97,18,16304,3965,874,164,265,170,143,1,131,79,22383,49068,4405,286,6,580,719,5781,10568,4279,358,4115,7384,2309,88,53,213,37,401,145,185,1490,4013,15,1638,6230,1700,786,152,64,877,136,582,47,18,1868,6179537,6079272,5833330,47938,128407,32382,2544,34671,100265,6528,93737,95793,22329,50181,12054,1567,9662,4210,262
30,US,,5,03043US5,South Atlantic Division -- Rural,12846042,10415442,1812615,102824,104752,4468,184137,221804,24298,197506,10611446,1921479,183693,144589,12103,210571,102824,85486,493,28,605,94,73,17307,12,146,604,378,20,81,121,2053,15,221,92,103,1718,0,45351,34,1419,428,66,130,13,6,449,170,16,1605,15,802,407,214,20,17,52,39,64,10005,2554,440,132,40,175,83,10,0,7,13086,1251,104752,23357,435,0,572,2055,16694,15512,7736,432,3622,10690,2223,89,89,553,42,4075,135,696,2061,10144,14,1678,1848,4468,1610,620,129,17,1012,17,328,76,48,586,25,188692,150600,1631,28,4353,352,120,53438,340,689,1533,1753,101,363,305,4078,151,485,247,129,3038,5,49872,122,2325,918,199,239,44,72,519,236,16,2378,91,2162,991,304,51,256,88,68,186,16324,6058,800,195,157,209,191,23,25,41,31193,148530,26869,450,94,674,2743,22130,28661,7952,757,9525,16723,2608,164,121,553,118,4719,197,890,3189,12372,26,6995,12460,3586,1617,129,123,1847,17,431,173,48,4489,12846042,12624238,10415442,1812615,102824,104752,4468,184137,221804,24298,197506,207363,78819,58595,26355,10925,32669,12974,1467
30,US,,6,03043US6,East South Central Division -- Rural,7420015,6347174,862610,31869,27717,1804,46614,102227,8440,93787,6443401,902168,80782,40511,4773,55825,31869,25978,192,0,112,22,28,9481,0,97,356,9787,11,56,23,2784,0,59,0,29,275,50,213,0,359,173,50,105,0,32,144,27,15,212,0,579,30,44,0,13,2,69,0,549,976,167,102,4,23,13,0,25,92,3813,843,27717,4764,154,0,10,285,4587,5392,193,98,1762,3520,1154,54,32,25,10,497,68,88,1073,3222,0,448,281,1804,687,348,0,9,437,71,10,0,13,195,34,84231,67704,803,0,2113,96,75,37552,74,409,620,12472,11,246,46,5889,167,115,2,93,1071,137,355,20,516,451,156,220,0,32,244,71,16,545,13,1132,160,97,0,17,8,75,0,1585,2569,273,119,4,112,13,0,25,148,13537,41429,6151,179,47,10,396,5534,8627,219,277,4186,5698,1464,177,47,72,42,539,68,263,1576,3824,26,2007,4965,1928,521,0,29,962,84,12,11,13,1405,7420015,7317788,6347174,862610,31869,27717,1804,46614,102227,8440,93787,97457,31863,42858,9465,2359,10912,4332,438
30,US,,7,03043US7,West South Central Division -- Rural,7787674,6590521,571154,176053,51674,3206,172454,222612,20606,202006,6798958,619871,327089,71038,7550,194844,176053,154046,2380,290,327,95,51,66052,730,8301,265,29349,7,2723,14,10556,114,957,68,2206,1333,2001,247,1,1939,1017,2195,304,22,25,3070,145,72,2808,44,1058,202,78,61,29,54,116,52,12688,1673,302,20,135,58,67,12,10,60,14460,5512,51674,9309,304,0,275,1558,7181,8261,2234,333,1793,4500,2506,101,35,384,0,1386,94,423,1397,8433,28,486,653,3206,1100,752,128,14,655,103,144,42,0,200,68,342554,302693,5283,472,2837,221,106,139188,1420,17018,784,56994,7,5791,181,17962,291,1591,124,3048,2378,2968,305,4,3300,1877,3675,601,46,34,4672,189,92,4832,80,3213,354,106,96,139,61,358,79,19916,4552,526,117,218,76,71,12,32,113,34670,72537,10388,318,0,279,1859,9648,13329,2350,710,5504,7188,2729,139,43,395,19,1671,107,561,2339,9982,28,2951,8008,2905,1196,160,131,1056,103,317,45,0,2095,7787674,7565062,6590521,571154,176053,51674,3206,172454,222612,20606,202006,214086,33757,136134,13600,6182,24413,7998,528
30,US,,8,03043US8,Mountain Division -- Rural,3392930,2851048,33885,307358,25958,3554,98464,72663,11355,61308,2916342,46540,347315,40300,8146,110600,307358,290899,18628,4420,5324,295,110,2242,4351,317,1703,787,227,332,310,168,6360,78,6263,5,178,30,108,15,758,149733,43,38,2920,12466,335,20529,82,64,3903,2790,68,223,9828,4700,208,721,2590,26649,2060,592,77,33,269,101,17,95,106,8037,5664,25958,3107,168,0,77,297,5021,6734,87,234,3435,2664,416,42,45,77,0,155,50,185,648,1510,4,521,481,3554,1629,699,254,108,463,64,92,84,1,97,63,355029,335718,22006,4702,7259,369,154,10884,5115,803,3141,2877,277,656,561,469,6813,125,6917,5,728,150,162,29,1559,156648,238,45,3440,13329,611,22083,202,289,4678,5598,157,262,10244,5481,317,1118,3127,32090,3030,1012,164,83,382,205,20,158,131,15138,41626,3992,168,0,91,386,6960,11766,177,377,7291,4116,669,64,109,88,59,238,124,206,1095,1930,8,1712,8395,3717,1383,462,216,654,83,229,86,1,1564,3392930,3320267,2851048,33885,307358,25958,3554,98464,72663,11355,61308,69407,8623,33380,9901,1502,16001,3003,253
30,US,,9,03043US9,Pacific Division -- Rural,4061550,3395620,52971,142845,104960,22280,175440,167434,18864,148570,3544715,76127,222186,159031,50962,196833,142845,73471,1272,79,686,359,195,5072,174,310,1590,1366,4484,105,116,288,44,147,150,9,479,52,76,19,1339,875,91,61,1148,74,356,242,5271,163,229,1817,69,126,29,72,4671,403,1028,38335,1786,54231,7029,5357,11728,4296,1272,24549,2450,6918,3989,104960,12635,49,0,226,2110,16735,31206,3025,532,15312,8609,1308,51,78,152,114,599,200,644,1596,5708,68,858,3145,22280,14502,1793,396,190,1636,723,879,919,0,374,868,229738,135243,3287,166,4549,672,263,25141,351,756,3142,5308,5726,243,324,1015,259,428,474,9,1261,174,97,50,2612,1558,220,89,1425,188,673,457,7021,560,589,3775,351,189,96,209,5473,1295,1236,53532,4171,64414,8963,6926,13707,6946,1942,25930,4287,21623,171185,14946,49,0,459,2511,31549,55378,3111,1299,31306,12895,1653,64,127,152,422,707,210,876,2685,7152,77,3557,52751,37305,3700,897,706,2494,1237,1115,1195,17,4085,4061550,3894116,3395620,52971,142845,104960,22280,175440,167434,18864,148570,148737,14335,66385,28686,2144,37187,16762,1935
30,US,,1,030A0US1,New England Division -- In metropolitan or micropolitan statistical area,13984054,11443585,952600,34763,635602,3472,535585,378447,67146,311301,11769254,1139211,122362,732488,17316,609792,34763,22295,454,0,984,197,858,2430,15,63,398,94,33,61,22,87,62,35,2,36,461,0,124,0,1299,267,91,0,0,0,49,84,6,119,0,352,2618,222,17,16,8,9,19,10703,1690,321,28,45,168,73,0,7,25,9669,763,635602,158228,5529,2007,1961,40598,198674,33344,1562,2604,16332,42101,11006,728,267,9487,18,13883,1943,6374,5837,62683,256,6327,13853,3472,1162,448,12,17,910,27,59,113,0,702,22,126797,83404,1429,178,7033,984,1412,17192,297,313,1346,1127,62,195,409,471,332,468,157,64,4451,42,306,234,1924,710,251,56,10,0,157,112,10,967,181,2211,5279,287,26,122,43,156,47,32353,5443,856,170,161,357,134,0,34,29,37065,751118,173023,5955,2291,2288,46112,226708,51049,1722,3815,29439,53139,12860,1276,436,10010,113,15656,2397,7317,8681,71787,544,24500,17652,4318,1002,76,271,1760,39,226,259,33,9668,13984054,13605607,11443585,952600,34763,635602,3472,535585,378447,67146,311301,352657,130158,55681,73686,12039,81093,23890,1900
30,US,,2,030A0US2,Middle Atlantic Division -- In metropolitan or micropolitan statistical area,40542702,28454373,5651975,115077,2762768,13397,2499802,1045310,239970,805340,29279281,6190325,337567,3055910,52979,2763799,115077,68083,786,12,1384,990,3906,8263,154,327,1018,401,32,97,157,341,36,1446,105,23,19802,131,324,19,7633,659,12,179,0,61,268,152,17,324,51,1149,9490,1894,30,21,26,93,0,6270,8546,797,97,128,314,223,0,35,206,35018,2427,2762768,804358,82031,4389,17714,21355,885389,256397,1634,8788,57564,269892,6356,4361,1275,16303,9,116797,9630,23741,17402,96799,773,21827,37984,13397,4427,1195,166,92,1889,48,682,545,5,4067,281,348881,226296,3012,162,16206,1612,16490,55950,726,698,3221,2766,38,714,428,1475,534,6224,414,27,38360,215,788,116,14119,2180,121,313,65,140,915,899,97,3012,191,4878,27305,2819,106,194,69,275,41,18381,19569,1617,380,165,545,392,39,96,314,101085,3105910,866125,87638,5054,19518,24223,953674,315797,2004,11968,89626,300557,8368,6050,1736,17300,158,124536,10962,26670,23049,113855,947,96095,54108,11672,2892,324,509,3920,62,1260,887,18,32564,40542702,39497392,28454373,5651975,115077,2762768,13397,2499802,1045310,239970,805340,960998,331415,107370,183844,42846,295523,77358,6954
30,US,,3,030A0US3,East North Central Division -- In metropolitan or micropolitan statistical area,43734273,34391991,5557751,142586,1384603,11275,1183744,1062323,136367,925956,35332431,6100916,431651,1632189,42962,1332546,142586,99817,1488,67,1629,975,491,14597,99,399,26205,2123,21,528,299,638,76,343,116,35,8205,182,748,7063,6610,1515,75,2641,86,93,4106,352,61,115,233,3395,1969,391,27,118,18,125,44,11516,5843,1548,282,111,399,403,60,293,173,31320,3885,1384603,437283,13857,3823,17662,13178,264751,180765,58500,3703,46405,122571,16012,2699,3054,9938,110,51159,3600,12206,15644,70226,519,15669,21269,11275,3835,1527,121,117,2769,421,483,265,73,1507,157,450423,313945,6038,193,22653,2378,1216,105416,1499,2120,48432,10065,38,1115,1095,2320,961,1434,539,45,16575,377,1556,9551,11645,4508,567,6512,133,233,8439,927,251,1484,659,11001,4379,634,114,284,40,383,97,26039,17898,2933,399,330,856,805,111,432,241,115406,1664741,468485,15059,4239,19381,15762,303867,247356,61435,5758,83608,153564,21491,3762,3294,10711,456,56626,4108,14616,24799,84463,1041,60860,43955,12581,4397,303,402,5482,437,777,498,115,18963,43734273,42671950,34391991,5557751,142586,1384603,11275,1183744,1062323,136367,925956,991609,404705,187449,182805,41421,175229,65689,5025
30,US,,4,030A0US4,West North Central Division -- In metropolitan or micropolitan statistical area,17523352,14763976,1337540,137358,526430,11750,275236,471062,43163,427899,15191664,1550837,295997,637271,29976,322663,137358,108294,825,335,383,514,534,12249,794,474,31618,2198,30,317,81,936,225,462,84,39,936,253,257,182,2380,2512,575,230,137,56,2893,396,3,239,171,32992,164,55,39,24,31,110,13,11548,3752,1058,134,266,284,176,46,152,63,21841,2350,526430,98887,2634,1936,20928,11926,82163,34216,72579,1876,11635,39441,20914,978,409,6417,70,8854,1793,4448,9173,77569,56,8129,9399,11750,3264,2279,413,88,1913,360,2155,61,31,858,328,305646,231483,3465,512,7598,1115,606,54563,1656,2078,49199,6916,54,869,654,3082,513,834,187,64,3382,433,342,358,4824,4016,1764,414,342,74,5571,545,14,1202,355,49676,906,182,47,239,147,302,17,22366,9463,2172,330,568,481,528,46,219,170,62358,651536,109391,2700,2293,21556,15036,98005,60860,74880,2779,27204,58007,25551,1594,593,6976,232,10545,2102,5130,14519,87418,143,24022,30492,8552,4080,533,359,3977,435,2654,92,31,9779,17523352,17052290,14763976,1337540,137358,526430,11750,275236,471062,43163,427899,439261,160577,116659,84063,15960,62002,29798,2003
30,US,,5,030A0US5,South Atlantic Division -- In metropolitan or micropolitan statistical area,58524643,40283634,12869318,238958,2086712,32585,1531309,1482127,208153,1273974,41519881,13634323,604872,2520327,96620,1761530,238958,176161,2519,57,2499,536,1466,35885,209,892,2806,2039,8,606,236,5009,42,910,233,187,4365,136,64965,91,11471,2281,347,255,31,192,962,627,126,2826,226,2990,5191,1295,52,27,33,432,82,21019,9338,3207,552,307,1771,486,57,34,227,44830,5195,2086712,567054,23270,2995,19664,26433,348803,278032,18977,9763,49628,232805,21553,2200,2869,21946,187,90009,9020,16953,34401,251809,449,23556,34336,32585,9688,4358,719,460,8780,658,3732,336,271,3046,537,626265,455898,7828,275,22065,1586,3621,173132,1124,3554,7241,9942,96,1505,1192,15011,861,2892,960,574,13894,302,77403,431,18311,4983,1125,646,230,319,1757,1147,282,7420,813,9478,14677,2397,140,329,107,968,452,44828,26174,5282,1213,619,2416,793,112,129,371,138540,2574808,621575,25031,3632,20936,31738,423603,401152,20068,13821,104551,290620,26262,3435,3465,22937,622,98398,10265,19911,51023,282547,850,98366,98621,25554,9437,1251,1705,15080,938,4801,747,393,38715,58524643,57042516,40283634,12869318,238958,2086712,32585,1531309,1482127,208153,1273974,1361508,498724,208496,284187,66087,304014,111417,9202
30,US,,6,030A0US6,East South Central Division -- In metropolitan or micropolitan statistical area,15774338,11656620,3327411,46278,237476,6545,202697,297311,26308,271003,11923801,3478133,142581,297374,17622,232935,46278,34710,870,79,353,31,128,15480,256,128,687,4134,24,113,35,2517,0,341,284,118,507,66,376,13,2410,721,73,177,20,83,379,93,33,355,42,964,355,203,3,7,2,66,15,2169,1814,350,96,27,143,59,0,25,140,7960,1304,237476,55099,1990,1038,3900,4068,41148,23513,662,952,11173,26577,9547,441,75,3585,9,5983,930,1377,4405,34704,12,3072,3216,6545,1735,1201,22,108,1867,76,979,37,13,458,49,149032,114698,2382,152,4595,194,281,66513,417,1385,1415,8690,207,485,139,7421,506,452,452,466,1604,153,806,40,3113,1547,382,302,53,101,569,280,102,1094,103,2127,905,231,36,12,18,112,15,4841,5375,661,120,34,272,207,0,28,211,28087,303433,61444,2105,1038,4001,4724,47939,38320,688,1523,20548,36131,11349,853,109,3714,112,6612,983,1997,6723,38162,48,14310,18160,5750,2048,22,417,3203,165,1184,59,13,5299,15774338,15477027,11656620,3327411,46278,237476,6545,202697,297311,26308,271003,278187,114842,73111,41863,9510,38861,17559,1565
30,US,,7,030A0US7,West South Central Division -- In metropolitan or micropolitan statistical area,35082171,25595968,5071304,367882,1305208,33360,1699779,1008670,170023,838647,26471364,5421195,795482,1518762,67317,1885639,367882,290479,7848,458,1195,182,499,103504,1733,14398,1362,43165,150,7065,62,20330,118,1870,394,8574,2598,3607,349,54,15244,4460,5562,885,54,216,5677,2647,183,4345,180,3199,1031,1008,270,113,99,481,140,25170,8091,1113,107,127,446,298,21,114,355,55955,11889,1305208,340550,9999,1884,16700,14841,203498,135047,5372,6445,24525,82922,20105,2028,75,13225,12,62892,4557,13215,17561,294733,408,14205,20409,33360,8243,3797,1939,305,6546,7137,3350,123,0,1468,452,832655,670211,18710,1451,10639,1095,1606,271426,3398,33456,4001,102025,476,15562,590,43630,380,3538,693,12283,5743,5958,633,272,24563,8455,10539,1475,141,397,9844,3899,232,10353,660,8876,2812,1457,333,319,158,1157,180,46796,20096,2236,227,301,735,518,33,422,580,139532,1550049,360931,10773,2098,17584,18207,238688,191358,5591,8706,56550,108702,24223,2717,246,14506,198,67945,5006,15270,25807,320073,614,54256,69081,18927,6316,2360,558,11138,7436,4133,256,0,17957,35082171,34073501,25595968,5071304,367882,1305208,33360,1699779,1008670,170023,838647,945809,219833,328881,142058,44216,210821,57595,5266
30,US,,8,030A0US8,Mountain Division -- In metropolitan or micropolitan statistical area,21586601,17445381,818425,569929,688685,67041,1282250,714890,144231,570659,18060890,1022288,789180,920538,130454,1439690,569929,503335,38668,5985,4346,560,647,11434,2770,1128,5225,4138,458,940,358,1089,3387,474,12286,16,1936,467,271,169,8495,223144,422,241,5557,22705,1142,49198,364,365,6348,9909,1118,1089,20145,5594,250,15678,5267,29552,9282,2610,367,357,743,759,63,321,452,40342,13908,688685,93160,2905,1204,7619,8721,124453,177984,4711,3544,44625,63496,12119,752,1268,8586,140,6722,1328,4862,17122,77413,400,7653,17898,67041,16436,16498,15312,825,8342,1966,2088,767,159,2337,2311,814641,706466,52581,6874,11850,1430,849,56626,4498,3689,10992,13086,701,2962,1169,3141,3999,1164,15533,66,5272,1190,649,293,16215,252824,1370,611,7948,27395,2620,56818,673,2032,9053,20524,2635,1543,23035,8332,347,21337,6816,45724,17581,5559,807,730,1614,1496,108,804,719,84316,954340,108937,3165,1682,8273,11280,166635,262193,5228,6284,95964,90436,14968,1297,1932,9635,561,8290,1618,6761,27414,90603,522,30662,136030,43084,26127,21018,2625,13380,2188,3058,1603,172,22775,21586601,20871711,17445381,818425,569929,688685,67041,1282250,714890,144231,570659,658458,131400,153326,152932,16733,204067,51951,4481
30,US,,9,030A0US9,Pacific Division -- In metropolitan or micropolitan statistical area,50771726,32820256,2639085,447032,6512030,354542,5377069,2621712,459401,2162311,34992346,3253539,1112462,7716025,783778,5894163,447032,288840,11803,614,4725,2068,1947,29787,1001,2162,6969,8522,3008,1031,538,2211,639,583,1387,83,1985,298,506,242,46427,11355,1306,536,2197,1303,1680,2423,13180,735,1087,8901,2178,2144,995,553,7953,4646,2345,94787,14707,36085,6624,4816,7909,8800,770,7166,6359,84059,16982,6512030,736572,10765,2108,19181,120658,1529706,1574011,99545,33231,512071,570854,86731,4506,6500,13555,2469,57215,13084,74379,64353,736352,1409,28849,213926,354542,121854,75960,26078,2861,37888,11894,25517,30570,132,10557,11231,1165120,792951,37638,1940,41121,5306,5698,187304,3170,8712,19464,39460,5168,3712,2846,9301,2076,2326,3570,304,9421,1151,1481,800,82622,23983,4230,1176,4567,3386,4889,6651,19590,4907,3646,26271,6229,3929,1807,2523,10519,13709,3821,172527,36700,72005,14010,11409,15310,16885,2593,11798,11570,251894,8117884,804812,12114,2433,23420,147435,1937655,2100869,104947,52946,868113,686791,106541,7647,8488,14636,9063,64693,14634,82627,91899,828767,2065,145289,815574,411662,123563,35603,9860,69640,14274,31927,36977,245,81823,50771726,48150014,32820256,2639085,447032,6512030,354542,5377069,2621712,459401,2162311,2296232,331850,436895,697656,52564,777267,295187,30293
